Word;Negative;Positive;Uncertainty;Litigious;Strong_Modal;Weak_Modal;Constraining;Complexity;Syllables
DICTATE;0;0;0;0;0;0;1;0;2
DICTATED;0;0;0;0;0;0;1;0;3
DICTATES;0;0;0;0;0;0;1;0;2
DICTATING;0;0;0;0;0;0;1;0;3
DIFFER;0;0;1;0;0;0;0;0;2
DIFFERED;0;0;1;0;0;0;0;0;2
DIFFERING;0;0;1;0;0;0;0;0;3
DIFFERS;0;0;1;0;0;0;0;0;2
DIFFICULT;1;0;0;0;0;0;0;0;3
DIFFICULTIES;1;0;0;0;0;0;0;0;4
DIFFICULTLY;1;0;0;0;0;0;0;0;4
DIFFICULTY;1;0;0;0;0;0;0;0;4
DILIGENT;0;1;0;0;0;0;0;0;3
DILIGENTLY;0;1;0;0;0;0;0;0;4
DIMINISH;1;0;0;0;0;0;0;0;3
DIMINISHED;1;0;0;0;0;0;0;0;3
DIMINISHES;1;0;0;0;0;0;0;0;4
DIMINISHING;1;0;0;0;0;0;0;0;4
DIMINUTION;1;0;0;0;0;0;0;0;4
DIRECTIVE;0;0;0;0;0;0;1;0;3
DIRECTIVES;0;0;0;0;0;0;1;0;3
DISADVANTAGE;1;0;0;0;0;0;0;0;4
DISADVANTAGED;1;0;0;0;0;0;0;0;4
DISADVANTAGEOUS;1;0;0;0;0;0;0;0;5
DISADVANTAGES;1;0;0;0;0;0;0;0;5
DISAFFILIATION;1;0;0;1;0;0;0;0;6
DISAFFIRM;0;0;0;1;0;0;0;0;3
DISAFFIRMANCE;0;0;0;1;0;0;0;0;4
DISAFFIRMED;0;0;0;1;0;0;0;0;3
DISAFFIRMS;0;0;0;1;0;0;0;0;3
DISAGREE;1;0;0;0;0;0;0;0;3
DISAGREEABLE;1;0;0;0;0;0;0;0;5
DISAGREED;1;0;0;0;0;0;0;0;3
DISAGREEING;1;0;0;0;0;0;0;0;4
DISAGREEMENT;1;0;0;0;0;0;0;0;4
DISAGREEMENTS;1;0;0;0;0;0;0;0;4
DISAGREES;1;0;0;0;0;0;0;0;3
DISALLOW;1;0;0;0;0;0;0;0;3
DISALLOWANCE;1;0;0;0;0;0;0;0;4
DISALLOWANCES;1;0;0;0;0;0;0;0;5
DISALLOWED;1;0;0;0;0;0;0;0;3
DISALLOWING;1;0;0;0;0;0;0;0;4
DISALLOWS;1;0;0;0;0;0;0;0;3
DISAPPEAR;1;0;0;0;0;0;0;0;3
DISAPPEARANCE;1;0;0;0;0;0;0;0;4
DISAPPEARANCES;1;0;0;0;0;0;0;0;5
DISAPPEARED;1;0;0;0;0;0;0;0;3
DISAPPEARING;1;0;0;0;0;0;0;0;4
DISAPPEARS;1;0;0;0;0;0;0;0;3
DISAPPOINT;1;0;0;0;0;0;0;0;3
DISAPPOINTED;1;0;0;0;0;0;0;0;4
DISAPPOINTING;1;0;0;0;0;0;0;0;4
DISAPPOINTINGLY;1;0;0;0;0;0;0;0;5
DISAPPOINTMENT;1;0;0;0;0;0;0;0;4
DISAPPOINTMENTS;1;0;0;0;0;0;0;0;4
DISAPPOINTS;1;0;0;0;0;0;0;0;3
DISAPPROVAL;1;0;0;0;0;0;0;0;4
DISAPPROVALS;1;0;0;0;0;0;0;0;4
DISAPPROVE;1;0;0;0;0;0;0;0;3
DISAPPROVED;1;0;0;0;0;0;0;0;3
DISAPPROVES;1;0;0;0;0;0;0;0;3
DISAPPROVING;1;0;0;0;0;0;0;0;4
DISASSOCIATES;1;0;0;0;0;0;0;0;5
DISASSOCIATING;1;0;0;0;0;0;0;0;6
DISASSOCIATION;1;0;0;0;0;0;0;0;6
DISASSOCIATIONS;1;0;0;0;0;0;0;0;6
DISASTER;1;0;0;0;0;0;0;0;3
DISASTERS;1;0;0;0;0;0;0;0;3
DISASTROUS;1;0;0;0;0;0;0;0;3
DISASTROUSLY;1;0;0;0;0;0;0;0;4
DISAVOW;1;0;0;0;0;0;0;0;3
DISAVOWAL;1;0;0;0;0;0;0;0;4
DISAVOWED;1;0;0;0;0;0;0;0;3
DISAVOWING;1;0;0;0;0;0;0;0;4
DISAVOWS;1;0;0;0;0;0;0;0;3
DISCIPLINARY;1;0;0;0;0;0;0;0;5
DISCLAIM;1;0;0;0;0;0;0;0;2
DISCLAIMED;1;0;0;0;0;0;0;0;2
DISCLAIMER;1;0;0;0;0;0;0;0;3
DISCLAIMERS;1;0;0;0;0;0;0;0;3
DISCLAIMING;1;0;0;0;0;0;0;0;3
DISCLAIMS;1;0;0;0;0;0;0;0;2
DISCLOSE;1;0;0;0;0;0;0;0;2
DISCLOSED;1;0;0;0;0;0;0;0;2
DISCLOSES;1;0;0;0;0;0;0;0;3
DISCLOSING;1;0;0;0;0;0;0;0;3
DISCONTINUANCE;1;0;0;0;0;0;0;0;5
DISCONTINUANCES;1;0;0;0;0;0;0;0;5
DISCONTINUATION;1;0;0;0;0;0;0;0;6
DISCONTINUATIONS;1;0;0;0;0;0;0;0;6
DISCONTINUE;1;0;0;0;0;0;0;0;4
DISCONTINUED;1;0;0;0;0;0;0;0;4
DISCONTINUES;1;0;0;0;0;0;0;0;4
DISCONTINUING;1;0;0;0;0;0;0;0;5
DISCOURAGE;1;0;0;0;0;0;0;0;3
DISCOURAGED;1;0;0;0;0;0;0;0;3
DISCOURAGES;1;0;0;0;0;0;0;0;4
DISCOURAGING;1;0;0;0;0;0;0;0;4
DISCREDIT;1;0;0;0;0;0;0;0;3
DISCREDITED;1;0;0;0;0;0;0;0;4
DISCREDITING;1;0;0;0;0;0;0;0;4
DISCREDITS;1;0;0;0;0;0;0;0;3
DISCREPANCIES;1;0;0;0;0;0;0;0;4
DISCREPANCY;1;0;0;0;0;0;0;0;4
DISFAVOR;1;0;0;0;0;0;0;0;3
DISFAVORED;1;0;0;0;0;0;0;0;3
DISFAVORING;1;0;0;0;0;0;0;0;4
DISFAVORS;1;0;0;0;0;0;0;0;3
DISGORGE;1;0;0;0;0;0;0;0;2
DISGORGED;1;0;0;0;0;0;0;0;2
DISGORGEMENT;1;0;0;0;0;0;0;0;4
DISGORGEMENTS;1;0;0;0;0;0;0;0;4
DISGORGES;1;0;0;0;0;0;0;0;3
DISGORGING;1;0;0;0;0;0;0;0;3
DISGRACE;1;0;0;0;0;0;0;0;2
DISGRACEFUL;1;0;0;0;0;0;0;0;3
DISGRACEFULLY;1;0;0;0;0;0;0;0;5
DISHONEST;1;0;0;0;0;0;0;0;3
DISHONESTLY;1;0;0;0;0;0;0;0;4
DISHONESTY;1;0;0;0;0;0;0;0;4
DISHONOR;1;0;0;0;0;0;0;0;3
DISHONORABLE;1;0;0;0;0;0;0;0;5
DISHONORABLY;1;0;0;0;0;0;0;0;5
DISHONORED;1;0;0;0;0;0;0;0;3
DISHONORING;1;0;0;0;0;0;0;0;4
DISHONORS;1;0;0;0;0;0;0;0;3
DISINCENTIVES;1;0;0;0;0;0;0;0;4
DISINTERESTED;1;0;0;0;0;0;0;0;5
DISINTERESTEDLY;1;0;0;0;0;0;0;0;6
DISINTERESTEDNESS;1;0;0;0;0;0;0;0;6
DISLOYAL;1;0;0;0;0;0;0;0;3
DISLOYALLY;1;0;0;0;0;0;0;0;4
DISLOYALTY;1;0;0;0;0;0;0;0;4
DISMAL;1;0;0;0;0;0;0;0;2
DISMALLY;1;0;0;0;0;0;0;0;3
DISMISS;1;0;0;0;0;0;0;0;2
DISMISSAL;1;0;0;0;0;0;0;0;3
DISMISSALS;1;0;0;0;0;0;0;0;3
DISMISSED;1;0;0;0;0;0;0;0;2
DISMISSES;1;0;0;0;0;0;0;0;3
DISMISSING;1;0;0;0;0;0;0;0;3
DISORDERLY;1;0;0;0;0;0;0;0;4
DISPARAGE;1;0;0;0;0;0;0;0;3
DISPARAGED;1;0;0;0;0;0;0;0;3
DISPARAGEMENT;1;0;0;0;0;0;0;0;4
DISPARAGEMENTS;1;0;0;0;0;0;0;0;5
DISPARAGES;1;0;0;0;0;0;0;0;4
DISPARAGING;1;0;0;0;0;0;0;0;4
DISPARAGINGLY;1;0;0;0;0;0;0;0;5
DISPARITIES;1;0;0;0;0;0;0;0;4
DISPARITY;1;0;0;0;0;0;0;0;4
DISPLACE;1;0;0;0;0;0;0;0;2
DISPLACED;1;0;0;0;0;0;0;0;2
DISPLACEMENT;1;0;0;0;0;0;0;0;3
DISPLACEMENTS;1;0;0;0;0;0;0;0;4
DISPLACES;1;0;0;0;0;0;0;0;3
DISPLACING;1;0;0;0;0;0;0;0;3
DISPOSE;1;0;0;0;0;0;0;0;2
DISPOSITIVE;0;0;0;1;0;0;0;0;4
DISPOSSESS;1;0;0;0;0;0;0;0;3
DISPOSSESSED;1;0;0;0;0;0;0;0;3
DISPOSSESSES;1;0;0;0;0;0;0;0;4
DISPOSSESSING;1;0;0;0;0;0;0;0;4
DISPOSSESSION;0;0;0;1;0;0;0;0;4
DISPOSSESSORY;0;0;0;1;0;0;0;0;5
DISPROPORTION;1;0;0;0;0;0;0;0;4
DISPROPORTIONAL;1;0;0;0;0;0;0;0;5
DISPROPORTIONATE;1;0;0;0;0;0;0;0;5
DISPROPORTIONATELY;1;0;0;0;0;0;0;0;6
DISPUTE;1;0;0;0;0;0;0;0;2
DISPUTED;1;0;0;0;0;0;0;0;3
DISPUTES;1;0;0;0;0;0;0;0;2
DISPUTING;1;0;0;0;0;0;0;0;3
DISQUALIFICATION;1;0;0;0;0;0;0;0;6
DISQUALIFICATIONS;1;0;0;0;0;0;0;0;6
DISQUALIFIED;1;0;0;0;0;0;0;0;4
DISQUALIFIES;1;0;0;0;0;0;0;0;4
DISQUALIFY;1;0;0;0;0;0;0;0;4
DISQUALIFYING;1;0;0;0;0;0;0;0;5
DISREGARD;1;0;0;0;0;0;0;0;3
DISREGARDED;1;0;0;0;0;0;0;0;4
DISREGARDING;1;0;0;0;0;0;0;0;4
DISREGARDS;1;0;0;0;0;0;0;0;3
DISREPUTABLE;1;0;0;0;0;0;0;0;5
DISREPUTE;1;0;0;0;0;0;0;0;3
DISRUPT;1;0;0;0;0;0;0;0;2
DISRUPTED;1;0;0;0;0;0;0;0;3
DISRUPTING;1;0;0;0;0;0;0;0;3
DISRUPTION;1;0;0;0;0;0;0;0;3
DISRUPTIONS;1;0;0;0;0;0;0;0;3
DISRUPTIVE;1;0;0;0;0;0;0;0;3
DISRUPTS;1;0;0;0;0;0;0;0;2
DISSATISFACTION;1;0;0;0;0;0;0;0;5
DISSATISFIED;1;0;0;0;0;0;0;0;4
DISSENT;1;0;0;0;0;0;0;0;2
DISSENTED;1;0;0;0;0;0;0;0;3
DISSENTER;1;0;0;0;0;0;0;0;3
DISSENTERS;1;0;0;0;0;0;0;0;3
DISSENTING;1;0;0;0;0;0;0;0;3
DISSENTS;1;0;0;0;0;0;0;0;2
DISSIDENT;1;0;0;0;0;0;0;0;3
DISSIDENTS;1;0;0;0;0;0;0;0;3
DISSOLUTION;1;0;0;0;0;0;0;0;4
DISSOLUTIONS;1;0;0;0;0;0;0;0;4
DISTINCTION;0;1;0;0;0;0;0;0;3
DISTINCTIONS;0;1;0;0;0;0;0;0;3
DISTINCTIVE;0;1;0;0;0;0;0;0;3
DISTINCTIVELY;0;1;0;0;0;0;0;0;4
DISTINCTIVENESS;0;1;0;0;0;0;0;0;4
DISTORT;1;0;0;0;0;0;0;0;2
DISTORTED;1;0;0;0;0;0;0;0;3
DISTORTING;1;0;0;0;0;0;0;0;3
DISTORTION;1;0;0;0;0;0;0;0;3
DISTORTIONS;1;0;0;0;0;0;0;0;3
DISTORTS;1;0;0;0;0;0;0;0;2
DISTRACT;1;0;0;0;0;0;0;0;2
DISTRACTED;1;0;0;0;0;0;0;0;3
DISTRACTING;1;0;0;0;0;0;0;0;3
DISTRACTION;1;0;0;0;0;0;0;0;3
DISTRACTIONS;1;0;0;0;0;0;0;0;3
DISTRACTS;1;0;0;0;0;0;0;0;2
DISTRAINT;0;0;0;1;0;0;0;0;2
DISTRESS;1;0;0;0;0;0;0;0;2
DISTRESSED;1;0;0;0;0;0;0;0;2
DISTRIBUTEE;0;0;0;1;0;0;0;0;4
DISTRIBUTEES;0;0;0;1;0;0;0;0;4
DISTURB;1;0;0;0;0;0;0;0;2
DISTURBANCE;1;0;0;0;0;0;0;0;3
DISTURBANCES;1;0;0;0;0;0;0;0;4
DISTURBED;1;0;0;0;0;0;0;0;2
DISTURBING;1;0;0;0;0;0;0;0;3
DISTURBS;1;0;0;0;0;0;0;0;2
DIVERSION;1;0;0;0;0;0;0;0;3
DIVERT;1;0;0;0;0;0;0;0;2
DIVERTED;1;0;0;0;0;0;0;0;3
DIVERTING;1;0;0;0;0;0;0;0;3
DIVERTS;1;0;0;0;0;0;0;0;2
DIVEST;1;0;0;0;0;0;0;0;2
DIVESTED;1;0;0;0;0;0;0;0;3
DIVESTING;1;0;0;0;0;0;0;0;3
DIVESTITURE;1;0;0;0;0;0;0;0;4
DIVESTITURES;1;0;0;0;0;0;0;0;4
DIVESTMENT;1;0;0;0;0;0;0;0;3
DIVESTMENTS;1;0;0;0;0;0;0;0;3
DIVESTS;1;0;0;0;0;0;0;0;2
DIVORCE;1;0;0;0;0;0;0;0;2
DIVORCED;1;0;0;0;0;0;0;0;2
DIVULGE;1;0;0;0;0;0;0;0;2
DIVULGED;1;0;0;0;0;0;0;0;2
DIVULGES;1;0;0;0;0;0;0;0;3
DIVULGING;1;0;0;0;0;0;0;0;3
DOCKET;0;0;0;1;0;0;0;0;2
DOCKETED;0;0;0;1;0;0;0;0;3
DOCKETING;0;0;0;1;0;0;0;0;3
DOCKETS;0;0;0;1;0;0;0;0;2
DONEES;0;0;0;1;0;0;0;0;2
DOUBT;1;0;1;0;0;0;0;0;1
DOUBTED;1;0;1;0;0;0;0;0;2
DOUBTFUL;1;0;1;0;0;0;0;0;2
DOUBTS;1;0;1;0;0;0;0;0;1
DOWNGRADE;1;0;0;0;0;0;0;0;2
DOWNGRADED;1;0;0;0;0;0;0;0;3
DOWNGRADES;1;0;0;0;0;0;0;0;2
DOWNGRADING;1;0;0;0;0;0;0;0;3
DOWNSIZE;1;0;0;0;0;0;0;0;2
DOWNSIZED;1;0;0;0;0;0;0;0;2
DOWNSIZES;1;0;0;0;0;0;0;0;3
DOWNSIZING;1;0;0;0;0;0;0;0;3
DOWNSIZINGS;1;0;0;0;0;0;0;0;3
DOWNTIME;1;0;0;0;0;0;0;0;2
DOWNTIMES;1;0;0;0;0;0;0;0;2
DOWNTURN;1;0;0;0;0;0;0;0;2
DOWNTURNS;1;0;0;0;0;0;0;0;2
DOWNWARD;1;0;0;0;0;0;0;0;2
DOWNWARDS;1;0;0;0;0;0;0;0;2
DRAG;1;0;0;0;0;0;0;0;1
DRASTIC;1;0;0;0;0;0;0;0;2
DRASTICALLY;1;0;0;0;0;0;0;0;4
DRAWBACK;1;0;0;0;0;0;0;0;2
DRAWBACKS;1;0;0;0;0;0;0;0;2
DREAM;0;1;0;0;0;0;0;0;1
DROPPED;1;0;0;0;0;0;0;0;1
DROUGHT;1;0;0;0;0;0;0;0;1
DROUGHTS;1;0;0;0;0;0;0;0;1
DULY;0;0;0;1;0;0;0;0;2
DURESS;1;0;0;0;0;0;0;0;2
DYSFUNCTION;1;0;0;0;0;0;0;0;3
DYSFUNCTIONAL;1;0;0;0;0;0;0;0;4
DYSFUNCTIONS;1;0;0;0;0;0;0;0;3
EARMARK;0;0;0;0;0;0;1;0;2
EARMARKED;0;0;0;0;0;0;1;0;2
EARMARKING;0;0;0;0;0;0;1;0;3
EARMARKS;0;0;0;0;0;0;1;0;2
EASIER;0;1;0;0;0;0;0;0;3
EASILY;0;1;0;0;0;0;0;0;3
EASING;1;0;0;0;0;0;0;0;2
EASY;0;1;0;0;0;0;0;0;2
EFFECTIVE;0;-1;0;0;0;0;0;0;3
EFFICIENCIES;0;1;0;0;0;0;0;0;4
EFFICIENCY;0;1;0;0;0;0;0;0;4
EFFICIENT;0;1;0;0;0;0;0;0;3
EFFICIENTLY;0;1;0;0;0;0;0;0;4
EGREGIOUS;1;0;0;0;0;0;0;0;3
EGREGIOUSLY;1;0;0;0;0;0;0;0;4
EJECTMENT;0;0;0;1;0;0;0;0;3
EMBARGO;1;0;0;0;0;0;0;0;3
EMBARGOED;1;0;0;0;0;0;0;0;3
EMBARGOES;1;0;0;0;0;0;0;0;3
EMBARGOING;1;0;0;0;0;0;0;0;4
EMBARRASS;1;0;0;0;0;0;0;0;3
EMBARRASSED;1;0;0;0;0;0;0;0;3
EMBARRASSES;1;0;0;0;0;0;0;0;4
EMBARRASSING;1;0;0;0;0;0;0;0;4
EMBARRASSMENT;1;0;0;0;0;0;0;0;4
EMBARRASSMENTS;1;0;0;0;0;0;0;0;4
EMBEZZLE;1;0;0;0;0;0;0;0;3
EMBEZZLED;1;0;0;0;0;0;0;0;2
EMBEZZLEMENT;1;0;0;0;0;0;0;0;4
EMBEZZLEMENTS;1;0;0;0;0;0;0;0;4
EMBEZZLER;1;0;0;0;0;0;0;0;3
EMBEZZLES;1;0;0;0;0;0;0;0;3
EMBEZZLING;1;0;0;0;0;0;0;0;3
EMPOWER;0;1;0;0;0;0;0;0;3
EMPOWERED;0;1;0;0;0;0;0;0;3
EMPOWERING;0;1;0;0;0;0;0;0;4
EMPOWERS;0;1;0;0;0;0;0;0;3
ENABLE;0;1;0;0;0;0;0;0;3
ENABLED;0;1;0;0;0;0;0;0;2
ENABLES;0;1;0;0;0;0;0;0;3
ENABLING;0;1;0;0;0;0;0;0;3
ENCOURAGED;0;1;0;0;0;0;0;0;3
ENCOURAGEMENT;0;1;0;0;0;0;0;0;4
ENCOURAGES;0;1;0;0;0;0;0;0;4
ENCOURAGING;0;1;0;0;0;0;0;0;4
ENCROACH;1;0;0;0;0;0;0;0;2
ENCROACHED;1;0;0;0;0;0;0;0;2
ENCROACHES;1;0;0;0;0;0;0;0;3
ENCROACHING;1;0;0;0;0;0;0;0;3
ENCROACHMENT;1;0;0;0;0;0;0;0;3
ENCROACHMENTS;1;0;0;0;0;0;0;0;3
ENCUMBER;1;0;0;1;0;0;1;0;3
ENCUMBERED;1;0;0;1;0;0;1;0;3
ENCUMBERING;1;0;0;1;0;0;1;0;4
ENCUMBERS;1;0;0;1;0;0;1;0;3
ENCUMBRANCE;1;0;0;1;0;0;1;0;3
ENCUMBRANCER;0;0;0;1;0;0;0;0;4
ENCUMBRANCERS;0;0;0;1;0;0;0;0;4
ENCUMBRANCES;1;0;0;1;0;0;1;0;4
ENDANGER;1;0;0;0;0;0;0;0;3
ENDANGERED;1;0;0;0;0;0;0;0;3
ENDANGERING;1;0;0;0;0;0;0;0;4
ENDANGERMENT;1;0;0;0;0;0;0;0;4
ENDANGERS;1;0;0;0;0;0;0;0;3
ENDORSEE;0;0;0;1;0;0;0;0;3
ENFORCEABILITY;0;0;0;1;0;0;0;0;6
ENFORCEABLE;0;0;0;1;0;0;0;0;4
ENFORCEABLY;0;0;0;1;0;0;0;0;4
ENHANCE;0;1;0;0;0;0;0;0;2
ENHANCED;0;1;0;0;0;0;0;0;2
ENHANCEMENT;0;1;0;0;0;0;0;0;4
ENHANCEMENTS;0;1;0;0;0;0;0;0;4
ENHANCES;0;1;0;0;0;0;0;0;3
ENHANCING;0;1;0;0;0;0;0;0;3
ENJOIN;1;0;0;0;0;0;0;0;2
ENJOINED;1;0;0;0;0;0;0;0;2
ENJOINING;1;0;0;0;0;0;0;0;3
ENJOINS;1;0;0;0;0;0;0;0;2
ENJOY;0;1;0;0;0;0;0;0;2
ENJOYABLE;0;1;0;0;0;0;0;0;4
ENJOYABLY;0;1;0;0;0;0;0;0;4
ENJOYED;0;1;0;0;0;0;0;0;2
ENJOYING;0;1;0;0;0;0;0;0;4
ENJOYMENT;0;1;0;0;0;0;0;0;3
ENJOYS;0;1;0;0;0;0;0;0;2
ENTAIL;0;0;0;0;0;0;1;0;2
ENTAILED;0;0;0;0;0;0;1;0;2
ENTAILING;0;0;0;0;0;0;1;0;3
ENTAILS;0;0;0;0;0;0;1;0;2
ENTHUSIASM;0;1;0;0;0;0;0;0;5
ENTHUSIASTIC;0;1;0;0;0;0;0;0;5
ENTHUSIASTICALLY;0;1;0;0;0;0;0;0;7
ENTITIES;0;0;0;0;0;0;0;1;3
ENTRENCH;0;0;0;0;0;0;1;0;2
ENTRENCHED;0;0;0;0;0;0;1;0;2
ERODE;1;0;0;0;0;0;0;0;2
ERODED;1;0;0;0;0;0;0;0;3
ERODES;1;0;0;0;0;0;0;0;2
ERODING;1;0;0;0;0;0;0;0;3
EROSION;1;0;0;0;0;0;0;0;3
ERRATIC;1;0;0;0;0;0;0;0;3
ERRATICALLY;1;0;0;0;0;0;0;0;5
ERRED;1;0;0;0;0;0;0;0;1
ERRING;1;0;0;0;0;0;0;0;2
ERRONEOUS;1;0;0;0;0;0;0;0;4
ERRONEOUSLY;1;0;0;0;0;0;0;0;5
ERROR;1;0;0;0;0;0;0;0;2
ERRORS;1;0;0;0;0;0;0;0;2
ERRS;1;0;0;0;0;0;0;0;1
ESCALATE;1;0;0;0;0;0;0;0;3
ESCALATED;1;0;0;0;0;0;0;0;4
ESCALATES;1;0;0;0;0;0;0;0;3
ESCALATING;1;0;0;0;0;0;0;0;4
ESCHEAT;0;0;0;1;0;0;0;0;2
ESCHEATED;0;0;0;1;0;0;0;0;3
ESCHEATMENT;0;0;0;1;0;0;0;0;3
ESCROW;0;0;0;0;0;0;1;0;2
ESCROWED;0;0;0;0;0;0;1;0;2
ESCROWING;0;0;0;1;0;0;0;0;3
ESCROWS;0;0;0;0;0;0;1;0;2
ESTOPPEL;0;0;0;1;0;0;0;0;3
EVADE;1;0;0;0;0;0;0;0;2
EVADED;1;0;0;0;0;0;0;0;3
EVADES;1;0;0;0;0;0;0;0;2
EVADING;1;0;0;0;0;0;0;0;3
EVASION;1;0;0;0;0;0;0;0;3
EVASIONS;1;0;0;0;0;0;0;0;3
EVASIVE;1;0;0;0;0;0;0;0;3
EVICT;1;0;0;0;0;0;0;0;2
EVICTED;1;0;0;0;0;0;0;0;3
EVICTING;1;0;0;0;0;0;0;0;3
EVICTION;1;0;0;0;0;0;0;0;3
EVICTIONS;1;0;0;0;0;0;0;0;3
EVICTS;1;0;0;0;0;0;0;0;2
EVIDENTIAL;0;0;0;1;0;0;0;0;4
EVIDENTIARY;0;0;0;1;0;0;0;0;5
EXACERBATE;1;0;0;0;0;0;0;0;4
EXACERBATED;1;0;0;0;0;0;0;0;5
EXACERBATES;1;0;0;0;0;0;0;0;4
EXACERBATING;1;0;0;0;0;0;0;0;5
EXACERBATION;1;0;0;0;0;0;0;0;5
EXACERBATIONS;1;0;0;0;0;0;0;0;5
EXAGGERATE;1;0;0;0;0;0;0;0;4
EXAGGERATED;1;0;0;0;0;0;0;0;5
EXAGGERATES;1;0;0;0;0;0;0;0;4
EXAGGERATING;1;0;0;0;0;0;0;0;5
EXAGGERATION;1;0;0;0;0;0;0;0;5
EXCEEDANCE;0;0;0;1;0;0;0;0;3
EXCEEDANCES;0;0;0;1;0;0;0;0;4
EXCEEDENCES;0;0;0;1;0;0;0;0;4
EXCELLENCE;0;1;0;0;0;0;0;0;3
EXCELLENT;0;1;0;0;0;0;0;0;3
EXCELLING;0;1;0;0;0;0;0;0;3
EXCELS;0;1;0;0;0;0;0;0;2
EXCEPTIONAL;0;1;0;0;0;0;0;0;4
EXCEPTIONALLY;0;1;0;0;0;0;0;0;5
EXCESSIVE;1;0;0;0;0;0;0;0;3
EXCESSIVELY;1;0;0;0;0;0;0;0;4
EXCISED;0;0;0;1;0;0;0;0;2
EXCITED;0;1;0;0;0;0;0;0;3
EXCITEMENT;0;1;0;0;0;0;0;0;3
EXCITING;0;1;0;0;0;0;0;0;3
EXCLUSIVE;0;1;0;0;0;0;0;0;3
EXCLUSIVELY;0;1;0;0;0;0;0;0;4
EXCLUSIVENESS;0;1;0;0;0;0;0;0;4
EXCLUSIVES;0;1;0;0;0;0;0;0;3
EXCLUSIVITY;0;1;0;0;0;0;0;0;5
EXCULPATE;1;0;0;1;0;0;0;0;3
EXCULPATED;1;0;0;1;0;0;0;0;4
EXCULPATES;1;0;0;1;0;0;0;0;3
EXCULPATING;1;0;0;1;0;0;0;0;4
EXCULPATION;1;0;0;1;0;0;0;0;4
EXCULPATIONS;1;0;0;1;0;0;0;0;4
EXCULPATORY;1;0;0;1;0;0;0;0;5
EXECUTOR;0;0;0;1;0;0;0;0;4
EXECUTORS;0;0;0;1;0;0;0;0;4
EXECUTORY;0;0;0;1;0;0;0;0;5
EXECUTRICES;0;0;0;1;0;0;0;0;5
EXECUTRIX;0;0;0;1;0;0;0;0;4
EXECUTRIXES;0;0;0;1;0;0;0;0;5
EXEMPLARY;0;1;0;0;0;0;0;0;4
EXONERATE;1;0;0;0;0;0;0;0;4
EXONERATED;1;0;0;0;0;0;0;0;5
EXONERATES;1;0;0;0;0;0;0;0;4
EXONERATING;1;0;0;0;0;0;0;0;5
EXONERATION;1;0;0;0;0;0;0;0;5
EXONERATIONS;1;0;0;0;0;0;0;0;5
EXPLOIT;1;0;0;0;0;0;0;0;2
EXPLOITATION;1;0;0;0;0;0;0;0;4
EXPLOITATIONS;1;0;0;0;0;0;0;0;4
EXPLOITATIVE;1;0;0;0;0;0;0;0;4
EXPLOITED;1;0;0;0;0;0;0;0;3
EXPLOITING;1;0;0;0;0;0;0;0;3
EXPLOITS;1;0;0;0;0;0;0;0;2
EXPOSE;1;0;0;0;0;0;0;0;2
EXPOSED;1;0;0;0;0;0;0;0;2
EXPOSES;1;0;0;0;0;0;0;0;3
EXPOSING;1;0;0;0;0;0;0;0;3
EXPOSURE;0;0;1;0;0;0;0;0;3
EXPOSURES;0;0;1;0;0;0;0;0;3
EXPROPRIATE;1;0;0;0;0;0;0;0;4
EXPROPRIATED;1;0;0;0;0;0;0;0;5
EXPROPRIATES;1;0;0;0;0;0;0;0;4
EXPROPRIATING;1;0;0;0;0;0;0;0;5
EXPROPRIATION;1;0;0;0;0;0;0;0;5
EXPROPRIATIONS;1;0;0;0;0;0;0;0;5
EXPULSION;1;0;0;0;0;0;0;0;3
EXPULSIONS;1;0;0;0;0;0;0;0;3
EXTENUATING;1;0;0;0;0;0;0;0;5
EXTRACONTRACTUAL;0;0;0;1;0;0;0;0;6
EXTRACORPOREAL;0;0;0;1;0;0;0;0;5
EXTRAJUDICIAL;0;0;0;1;0;0;0;0;0
FACIE;0;0;0;1;0;0;0;0;2
FACTO;0;0;0;1;0;0;0;0;2
FAIL;1;0;0;0;0;0;0;0;1
FAILED;1;0;0;0;0;0;0;0;1
FAILING;1;0;0;0;0;0;0;0;2
FAILINGS;1;0;0;0;0;0;0;0;2
FAILS;1;0;0;0;0;0;0;0;1
FAILURE;1;0;0;0;0;0;0;0;2
FAILURES;1;0;0;0;0;0;0;0;2
FALLOUT;1;0;0;0;0;0;0;0;2
FALSE;1;0;0;0;0;0;0;0;1
FALSELY;1;0;0;0;0;0;0;0;2
FALSIFICATION;1;0;0;0;0;0;0;0;5
FALSIFICATIONS;1;0;0;0;0;0;0;0;5
FALSIFIED;1;0;0;0;0;0;0;0;3
FALSIFIES;1;0;0;0;0;0;0;0;3
FALSIFY;1;0;0;0;0;0;0;0;3
FALSIFYING;1;0;0;0;0;0;0;0;4
FALSITY;1;0;0;0;0;0;0;0;3
FANTASTIC;0;1;0;0;0;0;0;0;3
FATALITIES;1;0;0;0;0;0;0;0;4
FATALITY;1;0;0;0;0;0;0;0;4
FATALLY;1;0;0;0;0;0;0;0;3
FAULT;1;0;0;0;0;0;0;0;1
FAULTED;1;0;0;0;0;0;0;0;2
FAULTS;1;0;0;0;0;0;0;0;1
FAULTY;1;0;0;0;0;0;0;0;2
FAVORABLE;0;1;0;0;0;0;0;0;4
